id,estado,antiguedad,vivienda,plazo,edad,estadocivil,registros,trabajo,gastos,ingresos,activos,deuda,cantidad,precio
2306,malo,2,propietario,60,53,casado,no,otros,60,40,5000,0,850,884
3851,bueno,5,otra,18,65,casado,sí,otros,35,99,0,0,375,675
879,bueno,1,propietario,60,55,casado,no,otros,45,129,3000,0,970,1264
3393,bueno,0,propietario,60,64,casado,no,otros,35,101,5000,0,820,1205
571,bueno,0,padres,60,34,soltero,no,otros,45,158,2000,0,1020,1600
851,bueno,2,propietario,36,58,viudo,no,otros,35,52,4000,0,400,550
4431,bueno,3,propietario,24,64,casado,no,otros,45,172,8000,0,400,1115
758,malo,6,alquila,48,65,casado,no,otros,69,237,0,0,1571,1571
260,malo,0,alquila,12,37,casado,no,otros,88,130,0,0,250,375
310,bueno,1,privado,12,46,casado,no,otros,90,90,2000,600,500,1193
4186,malo,1,alquila,48,29,viudo,no,otros,43,80,0,0,1250,1500
2565,malo,2,privado,48,27,casado,no,otros,75,59,2500,2200,1200,1530
4103,bueno,1,propietario,60,55,casado,no,otros,35,83,13000,0,900,925
1807,malo,0,alquila,60,35,casado,no,otros,75,NA,700,0,1800,2292
3547,bueno,2,propietario,48,55,casado,no,otros,35,135,8000,0,800,800
2177,malo,10,otra,12,31,casado,no,otros,90,65,0,0,225,375
2606,bueno,0,alquila,60,57,casado,no,otros,43,80,0,0,1200,1515
3435,bueno,5,propietario,36,45,viudo,no,otros,35,142,6000,0,800,850
3603,bueno,0,padres,60,21,soltero,no,otros,35,149,3000,0,1400,1829
3203,bueno,0,alquila,60,31,casado,no,otros,60,NA,5000,0,1300,1572
392,bueno,2,alquila,48,57,casado,no,otros,68,233,0,0,1200,1366
1842,bueno,5,otra,36,49,casado,no,otros,60,44,8000,0,400,428
2808,bueno,0,propietario,18,26,soltero,no,otros,35,85,7500,2600,600,1290
4000,bueno,5,propietario,36,53,casado,sí,otros,35,227,8500,0,1550,1985
2337,bueno,0,padres,24,29,soltero,no,otros,35,NA,0,0,600,1243
464,bueno,1,propietario,60,51,casado,no,otros,45,105,3000,0,1200,1250
4119,bueno,4,propietario,60,55,viudo,no,otros,35,NA,NA,0,1200,1318
1932,bueno,2,alquila,12,66,casado,no,otros,51,60,20000,0,500,1504
2798,bueno,0,padres,60,19,soltero,no,otros,75,200,3000,0,1800,2091
2910,bueno,1,propietario,60,59,casado,no,otros,45,228,10000,0,1150,1150
3259,bueno,1,alquila,60,58,casado,no,otros,46,105,5000,0,1000,1211
300,bueno,0,propietario,42,65,casado,no,otros,45,77,4000,2000,750,1194
348,malo,0,propietario,12,61,casado,no,otros,60,40,4000,0,170,1394
1701,malo,0,propietario,60,65,casado,no,otros,45,69,10000,0,1500,1750
2593,malo,2,alquila,60,62,casado,sí,otros,41,57,8000,0,1200,1500
3252,bueno,8,padres,36,26,soltero,no,otros,35,NA,0,0,1300,1500
3951,malo,5,padres,48,20,soltero,no,otros,45,NA,0,0,2500,3542
2995,bueno,0,padres,12,22,soltero,no,otros,35,42,0,0,200,748
1099,bueno,1,propietario,60,28,casado,no,otros,45,148,4500,0,1300,1695
1652,bueno,5,alquila,36,63,casado,no,otros,50,54,3000,0,550,700
1603,malo,0,propietario,36,32,casado,no,otros,75,74,4000,0,500,1104
3860,bueno,5,propietario,36,58,casado,sí,otros,45,79,7000,0,400,1234
2860,bueno,5,padres,60,59,casado,no,otros,35,140,5000,0,650,730
1995,malo,0,otra,36,37,casado,no,otros,75,75,0,0,500,800
4083,bueno,1,propietario,60,61,soltero,no,otros,35,216,8000,0,1200,1236
873,malo,0,otra,60,47,casado,sí,otros,45,250,100000,0,1300,1700
2897,malo,0,propietario,60,24,casado,no,otros,35,104,7000,2500,1350,1425
225,bueno,4,propietario,60,64,soltero,no,otros,35,150,9000,0,984,1054
3563,malo,4,alquila,60,53,viudo,no,otros,37,22,20000,0,1300,1498
3833,bueno,1,propietario,24,39,casado,no,otros,35,70,4000,0,525,1771
626,malo,1,alquila,36,44,separado,no,otros,55,100,0,0,675,675
78,bueno,0,otra,36,46,casado,sí,otros,45,45,0,0,900,1100
3817,bueno,10,propietario,60,41,casado,no,otros,35,57,5000,0,1300,1863
2613,malo,1,alquila,36,40,separado,no,otros,79,38,0,0,400,400
3800,malo,1,propietario,12,56,casado,no,otros,60,NA,3500,0,500,1705
2980,bueno,0,propietario,60,61,casado,no,otros,35,113,3000,0,1300,1726
1301,malo,0,propietario,60,62,casado,no,otros,45,42,4000,0,500,827
1988,bueno,5,propietario,60,37,casado,no,otros,75,145,3000,672,1300,1510
3114,malo,2,privado,48,44,casado,no,otros,60,95,4300,0,1250,1250
1196,malo,0,propietario,48,52,casado,sí,otros,90,245,3850,2432,1520,1670
1966,bueno,3,propietario,48,37,viudo,no,otros,45,110,10000,0,1700,2481
1495,malo,1,propietario,60,61,casado,no,otros,45,30,6000,0,1000,1055
4192,malo,0,propietario,60,58,soltero,no,otros,35,19,NA,0,700,1332
4085,bueno,10,propietario,60,37,soltero,sí,otros,35,NA,78000,0,1250,1418
4141,malo,1,propietario,60,55,casado,sí,otros,45,136,30000,0,1400,1424
482,bueno,1,alquila,60,54,casado,no,otros,54,87,8000,0,1000,1202
643,malo,2,otra,36,49,casado,sí,otros,45,50,0,0,1600,2640
3509,bueno,5,propietario,36,65,soltero,no,otros,35,121,10000,0,900,1191
4076,malo,0,padres,60,26,separado,no,otros,35,NA,0,0,950,1735
806,bueno,2,alquila,36,58,casado,no,otros,61,159,10000,0,950,1265
1153,malo,6,alquila,36,49,casado,no,otros,65,54,0,0,450,615
3104,bueno,1,padres,12,21,soltero,no,otros,35,NA,0,0,800,1428
1403,malo,0,propietario,60,30,casado,no,otros,60,78,3500,0,1250,1365
3190,malo,1,alquila,36,39,separado,sí,otros,52,65,0,0,500,700
2481,malo,0,propietario,36,36,casado,no,otros,45,105,5000,3000,1000,1620
1103,malo,0,propietario,36,45,casado,sí,otros,90,155,5000,0,300,1012
3409,malo,0,propietario,60,59,casado,no,otros,35,131,12000,0,1150,1157
2575,bueno,2,padres,60,35,soltero,no,otros,35,65,0,0,1100,1324
1133,malo,0,propietario,60,62,casado,sí,otros,90,136,2650,0,600,790
380,malo,0,propietario,24,20,soltero,no,otros,60,152,2000,0,400,480
1881,bueno,4,propietario,60,34,soltero,no,otros,45,75,2500,0,1150,1497
3717,bueno,3,privado,18,23,soltero,no,otros,35,NA,12000,0,450,1450
1734,bueno,0,propietario,60,23,casado,no,otros,60,47,3000,0,820,875
2489,bueno,2,propietario,60,35,casado,no,otros,60,175,2500,0,1250,1412
1341,bueno,0,propietario,60,56,casado,no,otros,60,117,3000,0,1200,1347
3482,bueno,6,propietario,12,66,viudo,no,otros,35,105,5000,0,550,1450
717,bueno,0,propietario,48,61,viudo,no,otros,35,35,4000,200,650,962
1980,malo,0,otra,48,26,casado,no,otros,45,NA,3500,0,1400,1463
98,bueno,3,propietario,60,54,viudo,no,otros,35,80,4000,0,950,1382
1149,bueno,1,alquila,48,64,casado,no,otros,74,137,3500,0,600,927
1157,malo,0,padres,36,30,soltero,no,otros,45,32,0,0,650,750
484,malo,15,propietario,60,37,casado,no,otros,90,90,5000,1800,1500,1816
722,malo,20,otra,60,57,casado,no,otros,60,215,11000,0,1600,1842
3683,bueno,0,propietario,48,63,casado,no,otros,35,100,6000,2900,1000,1439
4214,bueno,3,propietario,48,63,casado,no,otros,35,145,4000,0,350,969
2355,bueno,0,padres,60,25,casado,no,otros,45,209,2000,0,900,1436
2252,bueno,0,propietario,12,65,casado,no,otros,60,115,3500,0,200,431
2845,malo,1,propietario,48,34,casado,no,otros,60,45,2500,0,1000,1476
2138,bueno,4,propietario,60,22,soltero,no,otros,35,130,4000,0,750,997
3498,bueno,0,propietario,48,66,casado,no,otros,35,45,5500,0,1250,1267
1000,bueno,0,propietario,36,54,casado,no,otros,45,134,2500,0,625,801
3128,malo,0,alquila,60,36,casado,no,otros,47,121,0,0,900,1423
2297,bueno,2,alquila,36,31,soltero,no,otros,35,NA,0,0,525,800
2483,bueno,0,privado,48,56,casado,no,otros,35,84,4500,50,700,940
4417,bueno,0,propietario,48,65,casado,no,otros,45,175,5000,0,600,1176
3217,malo,0,propietario,60,32,casado,no,otros,45,77,4000,0,1750,2200
1097,malo,2,alquila,60,57,casado,no,otros,50,52,1800,0,800,866
3160,bueno,1,propietario,24,60,casado,no,otros,75,93,4000,0,400,1138
456,bueno,10,propietario,48,37,viudo,no,otros,45,110,3000,0,500,1190
3394,bueno,5,propietario,36,66,casado,no,otros,35,178,15000,0,330,837
3689,bueno,0,propietario,60,24,soltero,no,otros,35,82,10000,0,1600,1680
2263,bueno,20,otra,60,62,casado,no,otros,75,140,0,0,1300,1371
3970,malo,5,propietario,48,49,viudo,no,otros,35,48,4000,0,1100,1438
4289,bueno,10,propietario,12,56,viudo,no,otros,35,214,53500,0,1150,1300
1563,bueno,0,propietario,36,62,casado,no,otros,45,73,5000,0,430,1132
4043,malo,0,propietario,60,64,viudo,no,otros,35,100,8000,0,1980,2038
2514,bueno,0,padres,24,36,casado,no,otros,90,31,0,0,625,725
3714,bueno,1,propietario,18,38,casado,no,otros,35,NA,4000,0,480,1059
2692,malo,0,propietario,36,54,casado,no,otros,60,35,20000,0,1000,1613
582,malo,0,otra,60,26,soltero,no,otros,35,NA,0,0,1200,1571
2024,bueno,0,propietario,24,63,viudo,no,otros,35,92,40000,0,1150,2244
3023,malo,3,privado,36,53,viudo,no,otros,105,84,2500,500,700,890
424,malo,1,alquila,48,40,casado,no,otros,82,69,0,0,1100,1197
1100,malo,0,propietario,60,44,casado,no,otros,60,NA,25000,0,850,972
3453,malo,5,propietario,36,43,casado,no,otros,75,192,15000,0,1500,2448
4420,bueno,2,propietario,60,27,soltero,no,otros,35,NA,40000,23500,2000,2038
3863,bueno,0,propietario,48,29,casado,no,otros,60,50,11000,0,1000,1480
4190,bueno,1,propietario,60,60,casado,no,otros,45,200,7000,0,1000,1179
1898,malo,0,alquila,36,54,casado,sí,otros,45,NA,0,0,2100,2100
1770,bueno,5,padres,36,50,casado,no,otros,90,154,0,0,1000,1279
2351,bueno,0,propietario,36,65,casado,no,otros,45,75,5000,0,400,935
298,bueno,3,propietario,18,66,casado,no,otros,45,69,12000,0,500,1101
3223,malo,0,otra,48,56,casado,no,otros,45,105,25000,0,1900,2150
3938,malo,0,alquila,60,60,casado,no,otros,55,100,8000,0,2500,2500
3537,bueno,1,propietario,12,61,casado,no,otros,45,103,20000,0,300,650
2747,bueno,1,propietario,12,61,casado,no,otros,35,58,18000,0,500,1342
1282,malo,0,propietario,36,36,casado,no,otros,45,25,3500,0,1300,2246
2833,malo,4,propietario,60,42,casado,no,otros,105,88,3500,108,1000,1025
1530,bueno,0,propietario,24,39,casado,no,otros,35,NA,10000,0,600,950
3392,bueno,1,propietario,48,59,casado,no,otros,35,33,6000,0,850,900
2525,bueno,1,propietario,36,48,casado,no,otros,45,45,32000,0,1500,2700
2851,bueno,5,propietario,36,58,casado,no,otros,35,80,7000,0,750,1150
3327,bueno,3,alquila,60,48,casado,no,otros,77,24,0,0,1700,1803
2675,bueno,4,privado,36,51,casado,no,otros,45,192,4000,108,575,1075
3825,malo,0,alquila,60,19,soltero,no,otros,35,NA,0,0,900,1158
1566,malo,0,propietario,48,29,casado,sí,otros,45,391,6500,420,2000,2397
