id,estado,antiguedad,vivienda,plazo,edad,estadocivil,registros,trabajo,gastos,ingresos,activos,deuda,cantidad,precio
1892,bueno,35,otra,60,54,casado,no,fijo,75,156,0,0,950,1164
819,bueno,4,alquila,36,45,casado,no,fijo,105,154,12000,0,600,2240
1290,malo,1,propietario,60,46,casado,sí,fijo,75,209,11000,0,1800,2015
965,malo,1,alquila,60,32,casado,no,fijo,88,125,0,0,1200,1225
3276,malo,3,propietario,48,38,casado,sí,fijo,45,125,5000,0,1285,1311
2616,bueno,12,propietario,48,31,casado,no,fijo,60,84,5000,0,700,1702
3746,bueno,4,alquila,36,60,casado,no,fijo,56,111,0,0,500,675
3163,bueno,16,propietario,18,32,casado,sí,fijo,60,140,12000,240,250,542
590,bueno,18,propietario,48,48,casado,sí,fijo,105,129,3000,0,780,2220
1339,bueno,2,padres,60,25,soltero,no,fijo,35,110,0,0,860,959
622,bueno,20,alquila,36,56,casado,sí,fijo,77,173,0,0,1100,1256
1828,bueno,11,propietario,60,38,casado,no,fijo,60,153,3000,0,1650,1816
1255,bueno,2,propietario,60,37,casado,no,fijo,60,145,3500,1100,1250,1763
3986,malo,2,padres,60,20,soltero,no,fijo,35,56,3500,0,1300,1637
1824,bueno,13,propietario,24,32,casado,no,fijo,75,305,8000,0,1400,2060
2038,malo,10,propietario,24,53,casado,sí,fijo,60,60,3000,0,1750,2038
1320,malo,14,propietario,36,45,separado,no,fijo,45,190,12000,0,2100,2758
106,bueno,8,propietario,24,33,casado,no,fijo,75,315,4500,0,400,1780
1904,bueno,17,propietario,60,51,soltero,no,fijo,35,155,3000,0,1250,1668
4443,malo,2,propietario,60,31,separado,no,fijo,35,63,2000,0,1000,1342
4098,bueno,1,alquila,60,21,soltero,no,fijo,46,110,0,0,1450,1517
930,bueno,12,propietario,48,46,casado,no,fijo,60,130,6000,0,1480,1883
4174,bueno,5,padres,60,23,soltero,no,fijo,35,120,0,0,1300,2100
3623,bueno,10,alquila,30,51,casado,no,fijo,60,150,0,0,1300,1378
2547,malo,0,alquila,24,42,casado,sí,fijo,103,283,0,0,1897,2517
253,bueno,5,alquila,60,24,casado,no,fijo,73,125,0,0,700,1360
109,bueno,5,propietario,60,27,casado,no,fijo,45,135,5000,1400,1600,1650
1382,bueno,2,propietario,60,43,casado,sí,fijo,45,63,3000,0,1100,1683
841,malo,1,alquila,36,39,casado,no,fijo,85,100,0,0,600,975
3702,malo,1,alquila,60,22,soltero,no,fijo,46,113,0,0,1600,1989
1045,bueno,10,propietario,60,34,casado,sí,fijo,60,310,3000,0,1600,1849
612,bueno,10,alquila,60,33,casado,no,fijo,56,107,0,0,600,1250
2136,malo,3,propietario,60,32,casado,no,fijo,90,254,14000,10500,1650,2200
3413,bueno,18,propietario,12,58,viudo,sí,fijo,75,158,6000,0,400,973
3577,bueno,22,propietario,60,54,casado,no,fijo,35,104,3000,0,1050,1282
2659,bueno,12,propietario,60,39,casado,no,fijo,45,167,6000,0,1435,1875
2855,malo,15,propietario,60,31,casado,sí,fijo,45,96,4000,0,960,1031
3144,bueno,2,propietario,48,57,casado,sí,fijo,45,200,15000,0,1300,2700
3403,malo,4,alquila,60,38,casado,no,fijo,79,188,3000,1500,1350,1624
1830,malo,1,alquila,60,41,casado,no,fijo,52,65,0,0,850,882
2309,malo,2,propietario,60,29,casado,sí,fijo,60,80,4000,0,1000,1248
4341,bueno,3,padres,48,26,soltero,no,fijo,35,200,0,0,1400,1500
2228,malo,1,otra,30,20,soltero,no,fijo,35,90,0,0,450,500
3360,malo,30,alquila,48,55,casado,sí,fijo,51,160,0,0,1100,1100
2341,bueno,11,propietario,60,33,viudo,no,fijo,45,90,8000,0,850,1105
3877,bueno,10,propietario,60,32,casado,no,fijo,45,419,5500,2500,1300,1995
673,malo,3,alquila,60,34,casado,sí,fijo,85,100,0,0,1000,1600
2479,bueno,2,propietario,60,33,casado,no,fijo,35,146,8000,2000,1000,1844
3692,bueno,1,padres,36,20,soltero,no,fijo,35,61,0,0,800,995
3257,bueno,4,padres,24,33,soltero,no,fijo,35,125,0,0,750,1139
3390,bueno,8,propietario,36,58,casado,no,fijo,35,85,10000,0,1000,1510
509,bueno,0,alquila,60,30,casado,no,fijo,68,80,0,0,1000,1330
97,malo,22,otra,36,46,casado,no,fijo,45,138,0,0,250,270
577,malo,4,alquila,36,24,casado,sí,fijo,75,148,0,0,900,1100
2831,malo,3,propietario,60,40,casado,sí,fijo,60,200,8000,0,1700,2000
3728,bueno,16,propietario,6,41,casado,no,fijo,75,87,3000,0,200,625
2557,bueno,32,propietario,36,49,casado,no,fijo,75,163,4000,0,400,700
2768,bueno,8,alquila,60,31,soltero,no,fijo,46,110,0,0,850,880
293,bueno,6,propietario,36,42,casado,no,fijo,60,132,6000,0,1200,1513
2258,malo,0,alquila,60,28,casado,no,fijo,53,75,0,0,1100,1168
2232,bueno,30,propietario,48,59,casado,no,fijo,45,150,4000,0,660,933
3292,bueno,2,padres,36,28,soltero,sí,fijo,35,51,0,0,325,525
4273,bueno,14,alquila,48,32,casado,no,fijo,72,115,0,0,350,410
1245,bueno,3,propietario,60,30,casado,no,fijo,45,126,3500,2400,1000,1120
1168,malo,0,otra,60,41,casado,sí,fijo,105,NA,0,0,1000,2750
831,bueno,8,otra,48,30,casado,no,fijo,75,156,0,0,1100,1310
3799,bueno,2,otra,36,35,separado,no,fijo,35,200,0,0,1600,1671
1691,bueno,6,padres,60,38,soltero,no,fijo,35,210,0,0,1200,1823
1790,bueno,17,propietario,12,47,casado,no,fijo,75,80,2500,0,400,1454
2326,bueno,3,alquila,48,32,casado,no,fijo,57,121,0,0,1200,1952
1005,malo,5,otra,48,32,casado,sí,fijo,45,225,0,0,1000,1812
249,bueno,3,padres,60,26,soltero,no,fijo,45,235,0,0,800,840
4324,bueno,2,alquila,36,19,soltero,no,fijo,48,128,0,0,1400,1650
3279,malo,10,padres,48,54,casado,no,fijo,60,80,0,0,1100,1423
4405,bueno,9,otra,60,25,casado,no,fijo,35,75,0,0,700,1381
645,bueno,13,propietario,60,32,casado,no,fijo,75,182,5000,2500,1300,1569
4019,malo,3,alquila,48,39,casado,sí,fijo,97,223,0,0,1250,1609
892,bueno,2,otra,36,26,soltero,no,fijo,35,63,0,0,300,1111
4112,malo,2,privado,60,28,casado,no,fijo,35,165,3000,0,500,1650
169,bueno,8,alquila,48,26,soltero,no,fijo,42,74,0,0,600,1290
1391,bueno,3,alquila,36,27,casado,no,fijo,68,80,0,0,325,400
3015,malo,3,privado,24,47,casado,no,fijo,60,116,4000,1500,800,1000
27,bueno,19,propietario,60,43,soltero,no,fijo,75,180,4000,0,1000,1070
3250,malo,8,alquila,60,34,casado,sí,fijo,80,200,0,0,1200,1800
884,malo,2,alquila,60,24,casado,no,fijo,70,100,0,0,900,1127
2023,bueno,3,propietario,6,27,casado,no,fijo,60,150,4000,1500,400,1300
1040,malo,0,alquila,60,36,casado,sí,fijo,85,100,0,0,1100,1256
4101,bueno,16,propietario,60,30,casado,no,fijo,35,110,5000,200,1000,1000
2414,bueno,4,propietario,60,41,casado,no,fijo,45,87,6500,0,1100,1670
3937,bueno,0,otra,36,26,casado,no,fijo,45,260,0,0,725,775
2656,bueno,5,privado,60,24,soltero,no,fijo,35,145,4000,0,1000,1346
2140,bueno,1,privado,24,55,casado,no,fijo,60,184,15000,0,1600,4200
543,bueno,10,propietario,48,31,casado,no,fijo,60,160,4500,0,450,1403
1024,bueno,19,alquila,60,37,casado,sí,fijo,88,125,0,0,750,970
281,bueno,3,padres,60,39,casado,no,fijo,45,77,0,0,1000,1094
4391,malo,6,alquila,36,36,casado,sí,fijo,74,138,0,0,1350,1750
4314,malo,2,otra,48,29,soltero,no,fijo,35,105,0,0,1600,2074
1194,malo,2,otra,60,22,soltero,no,fijo,35,83,0,0,1400,1430
3748,bueno,11,propietario,60,30,casado,sí,fijo,35,110,4000,62,1100,1347
2117,bueno,2,padres,48,32,casado,no,fijo,60,167,2000,0,1450,1698
4142,bueno,28,propietario,60,52,casado,no,fijo,35,185,4000,1000,900,1428
1311,bueno,9,propietario,48,41,separado,no,fijo,35,60,8000,1000,1200,1538
4371,bueno,12,propietario,60,45,casado,no,fijo,75,131,5000,0,1150,1452
1147,bueno,2,alquila,36,35,soltero,no,fijo,42,74,0,0,950,1000
1617,bueno,7,propietario,36,24,casado,no,fijo,45,95,3000,0,1000,1597
2987,bueno,10,propietario,36,43,casado,no,fijo,60,200,6500,0,1370,1717
2244,bueno,2,propietario,60,27,casado,no,fijo,45,120,5000,400,1000,1140
3759,bueno,2,propietario,48,38,casado,sí,fijo,75,192,23000,3000,700,970
2056,bueno,16,propietario,36,43,casado,no,fijo,90,350,11000,0,600,2467
90,malo,25,alquila,60,62,casado,no,fijo,60,146,0,0,1000,1292
4410,bueno,6,propietario,60,52,casado,no,fijo,60,205,7000,3500,1000,1151
1888,bueno,0,alquila,36,26,casado,no,fijo,95,198,0,0,575,650
800,bueno,5,padres,36,21,soltero,no,fijo,35,150,0,0,1000,1313
1173,bueno,4,alquila,6,28,casado,no,fijo,66,60,0,0,200,1566
589,bueno,3,propietario,48,19,soltero,no,fijo,35,180,4000,0,800,1128
554,bueno,30,propietario,48,45,casado,no,fijo,75,105,10000,2400,830,1128
1934,malo,0,propietario,60,28,casado,no,fijo,35,78,9500,0,1400,1850
1928,bueno,28,propietario,24,53,casado,no,fijo,75,110,3500,0,500,788
650,bueno,3,alquila,54,23,casado,no,fijo,59,140,0,0,1300,1345
1197,bueno,12,privado,60,47,casado,no,fijo,60,243,8500,0,1850,1890
3865,bueno,24,propietario,60,43,soltero,no,fijo,35,120,3500,0,1320,1680
709,bueno,10,propietario,48,31,casado,no,fijo,60,180,7500,1200,1000,1480
1081,malo,3,padres,36,21,soltero,no,fijo,35,85,0,0,105,105
3221,bueno,2,propietario,48,33,casado,no,fijo,45,173,4500,3000,300,1107
3719,bueno,14,propietario,60,43,casado,no,fijo,60,120,5000,0,1250,1557
4318,bueno,2,privado,60,30,casado,no,fijo,60,152,3500,750,800,865
2400,malo,13,alquila,60,50,soltero,no,fijo,42,66,0,0,800,865
1534,bueno,18,alquila,60,52,casado,no,fijo,58,128,0,0,800,1235
2700,bueno,16,propietario,60,32,casado,sí,fijo,35,204,7000,0,1200,1503
2559,bueno,20,alquila,60,38,casado,no,fijo,74,140,0,0,1500,1600
2600,malo,7,propietario,60,31,casado,no,fijo,60,92,3500,991,1050,1158
421,bueno,0,otra,36,31,casado,no,fijo,75,144,0,0,450,500
1484,bueno,1,propietario,36,36,soltero,no,fijo,35,345,18000,0,2000,2961
1655,malo,1,padres,36,28,casado,sí,fijo,60,95,4000,0,500,625
1577,bueno,8,propietario,36,48,casado,no,fijo,45,75,3500,0,670,857
4346,bueno,2,propietario,12,30,casado,no,fijo,35,110,15000,0,700,1355
3840,bueno,0,padres,24,20,soltero,no,fijo,35,155,7000,0,1450,1688
4040,malo,3,alquila,60,39,casado,sí,fijo,69,94,0,0,1450,1546
3006,bueno,12,propietario,60,28,soltero,no,fijo,35,126,15000,0,1350,1381
597,bueno,29,propietario,60,52,casado,no,fijo,75,100,3000,0,1100,1268
159,bueno,5,otra,60,22,soltero,no,fijo,45,195,0,0,700,1422
1582,bueno,8,privado,60,30,casado,no,fijo,75,100,2000,192,1400,1460
1404,bueno,5,propietario,18,28,casado,no,fijo,60,102,2500,1300,450,1437
3685,malo,3,alquila,60,22,casado,no,fijo,60,150,0,0,950,1945
2871,bueno,12,padres,60,32,casado,no,fijo,35,105,0,0,1400,1780
4384,bueno,2,padres,48,22,soltero,sí,fijo,35,187,15000,0,1100,1170
4024,bueno,2,padres,36,25,soltero,no,fijo,35,110,0,0,500,1200
1445,bueno,14,propietario,36,34,casado,no,fijo,75,155,3000,1000,400,1908
3637,malo,14,alquila,60,41,casado,no,fijo,54,92,0,0,1450,1482
1096,bueno,2,padres,36,34,separado,no,fijo,35,130,4000,0,500,550
1815,bueno,15,propietario,48,31,casado,no,fijo,60,171,7000,0,1200,1290
1210,bueno,4,propietario,60,42,soltero,no,fijo,35,110,2500,0,1090,1565
857,bueno,4,padres,60,26,casado,no,fijo,45,64,0,0,1150,1294
2339,bueno,4,alquila,60,25,soltero,no,fijo,50,150,0,0,1500,2600
1593,bueno,5,padres,60,21,soltero,no,fijo,35,60,0,0,1100,1134
2168,bueno,30,propietario,36,56,casado,no,fijo,60,150,2000,0,400,450
1611,bueno,1,alquila,36,28,soltero,no,fijo,55,196,0,0,1200,1599
3519,bueno,14,padres,18,29,casado,no,fijo,45,162,0,0,600,2120
2816,malo,3,alquila,36,61,casado,no,fijo,41,57,12000,0,2500,3559
2670,bueno,8,propietario,36,46,casado,no,fijo,35,160,6000,600,600,1100
3081,bueno,6,alquila,60,23,casado,no,fijo,48,134,0,0,1000,1064
3959,bueno,4,propietario,36,32,casado,no,fijo,45,190,13000,2000,800,2400
947,malo,4,alquila,48,29,casado,sí,fijo,42,73,0,0,579,1097
1525,bueno,16,padres,48,35,separado,no,fijo,60,103,0,0,500,862
262,bueno,18,alquila,60,39,casado,no,fijo,93,177,0,0,800,1781
3673,bueno,7,padres,24,40,casado,no,fijo,60,200,10000,0,1000,3429
1239,bueno,4,propietario,36,23,casado,no,fijo,75,168,4000,0,1100,1385
4147,bueno,8,privado,60,49,casado,no,fijo,45,120,3000,0,900,985
3983,malo,2,alquila,18,46,casado,sí,fijo,74,140,0,0,200,380
1316,bueno,18,propietario,60,49,casado,no,fijo,135,180,13500,0,900,994
3117,malo,10,propietario,48,35,casado,no,fijo,45,63,5000,350,1000,1580
1332,bueno,15,propietario,12,55,casado,no,fijo,45,130,7000,0,200,1240
607,malo,0,padres,48,35,casado,sí,fijo,60,300,0,0,1400,1748
3869,bueno,33,propietario,48,61,casado,no,fijo,35,130,8000,0,850,1050
105,malo,2,otra,48,23,soltero,no,fijo,35,140,0,0,1950,2175
283,bueno,10,propietario,48,55,viudo,no,fijo,35,189,9000,0,1200,1255
368,bueno,7,alquila,18,33,casado,no,fijo,113,532,0,0,1000,2290
3176,bueno,20,propietario,30,52,casado,sí,fijo,45,85,3500,0,250,1287
64,bueno,22,propietario,24,40,casado,no,fijo,75,190,3000,0,1000,1500
3609,bueno,16,propietario,36,55,casado,no,fijo,35,140,6000,0,1100,2136
2424,bueno,1,propietario,60,52,casado,no,fijo,60,250,3000,0,1550,1850
1444,bueno,10,propietario,60,36,casado,no,fijo,75,204,5000,0,1400,1460
3107,bueno,19,propietario,36,47,casado,no,fijo,35,110,12000,1600,1400,1883
2094,malo,6,alquila,60,31,casado,sí,fijo,86,113,0,0,1150,1736
500,malo,2,propietario,60,31,soltero,no,fijo,35,55,7500,0,800,1351
1653,malo,4,alquila,48,26,soltero,no,fijo,47,124,0,0,1500,1756
3579,bueno,5,propietario,18,28,casado,no,fijo,35,141,5500,0,650,1258
2553,bueno,7,padres,36,24,soltero,no,fijo,35,127,0,0,300,2612
2515,malo,2,alquila,60,20,soltero,no,fijo,46,108,0,0,1200,1300
2965,bueno,19,propietario,24,35,casado,no,fijo,60,90,4000,0,200,1147
4429,bueno,6,propietario,60,26,casado,no,fijo,45,260,5000,2500,1300,2072
1565,bueno,2,privado,60,34,casado,no,fijo,60,186,8000,4000,1250,1350
3318,malo,7,alquila,36,29,casado,no,fijo,58,125,0,0,1100,1350
2405,bueno,6,alquila,36,31,separado,no,fijo,49,140,0,0,550,999
3574,bueno,1,padres,60,26,soltero,no,fijo,35,57,0,0,1200,1512
2952,malo,11,propietario,48,26,casado,no,fijo,35,135,3500,0,200,1871
3622,bueno,15,propietario,60,32,casado,no,fijo,45,108,4500,0,1100,1213
3047,bueno,11,propietario,60,28,casado,no,fijo,75,260,24000,0,1400,1852
2892,bueno,1,propietario,48,39,casado,no,fijo,45,150,10500,0,1300,1392
3670,bueno,20,propietario,36,49,casado,no,fijo,45,122,9000,0,1100,1794
4251,malo,0,propietario,60,38,casado,no,fijo,45,87,10000,4500,900,1000
3614,bueno,10,padres,48,28,soltero,no,fijo,35,135,6000,0,1500,2164
2488,malo,20,alquila,60,47,casado,no,fijo,85,100,8000,0,1250,1250
2790,bueno,13,propietario,36,40,viudo,no,fijo,35,109,6000,3300,900,1073
2344,bueno,0,propietario,18,39,casado,no,fijo,75,47,3500,0,350,1236
733,malo,0,otra,48,43,casado,no,fijo,75,NA,0,0,1400,1590
3921,bueno,13,propietario,60,35,casado,no,fijo,60,134,4500,700,1000,1894
1551,bueno,5,alquila,30,59,casado,no,fijo,81,207,20000,0,700,1460
102,bueno,2,alquila,60,33,casado,no,fijo,73,130,0,0,1100,1610
4122,bueno,2,propietario,36,34,casado,no,fijo,60,125,59000,900,1500,3000
3963,bueno,3,padres,48,24,soltero,no,fijo,35,55,3000,0,850,875
1703,bueno,13,padres,36,38,separado,no,fijo,45,128,0,0,525,625
803,bueno,15,otra,24,40,casado,no,fijo,75,98,0,0,500,1100
707,bueno,12,padres,60,35,casado,no,fijo,60,115,0,0,1000,1127
3531,bueno,47,propietario,48,61,casado,no,fijo,35,110,5500,30,1200,1200
3895,bueno,3,alquila,60,29,casado,sí,fijo,55,100,0,0,930,1007
141,malo,13,alquila,60,42,separado,sí,fijo,47,120,0,0,800,1395
2757,bueno,4,propietario,48,29,casado,no,fijo,45,160,3500,0,1000,1226
2061,bueno,13,propietario,60,27,casado,no,fijo,60,112,3000,1485,800,1200
4084,bueno,16,propietario,60,51,casado,no,fijo,60,155,4000,0,900,925
236,bueno,25,propietario,18,40,casado,no,fijo,45,110,4000,0,455,1542
3576,bueno,17,alquila,60,52,casado,no,fijo,65,200,0,0,1400,1407
2044,bueno,4,propietario,60,31,casado,no,fijo,60,177,3000,0,1300,1409
3837,bueno,2,alquila,60,24,casado,no,fijo,55,100,4000,0,1750,1900
2705,bueno,6,alquila,60,25,casado,no,fijo,55,100,0,0,1000,11140
1030,bueno,10,propietario,12,34,casado,no,fijo,75,80,4500,3500,300,1600
1268,bueno,4,propietario,12,32,casado,no,fijo,45,231,13000,290,400,1198
901,bueno,4,alquila,60,26,casado,no,fijo,51,60,0,0,1750,1950
860,bueno,19,propietario,60,46,soltero,no,fijo,75,140,6000,0,1800,1849
3894,bueno,0,padres,18,33,soltero,no,fijo,35,112,6000,0,450,1196
3425,bueno,2,privado,48,31,casado,no,fijo,45,65,3500,900,300,925
3927,malo,3,propietario,36,45,casado,sí,fijo,60,87,3500,0,650,650
3708,bueno,4,alquila,36,38,casado,no,fijo,55,98,0,0,350,850
2104,bueno,1,alquila,60,23,casado,no,fijo,54,92,0,0,1000,1300
3341,bueno,2,propietario,60,23,soltero,no,fijo,45,75,7000,0,1070,1209
2738,bueno,15,padres,48,46,divorciado,no,fijo,35,125,0,0,1000,1284
925,bueno,8,otra,60,29,casado,no,fijo,45,135,0,0,1400,1680
3540,bueno,6,padres,60,26,soltero,sí,fijo,35,270,0,0,1800,1921
3794,malo,20,otra,60,47,casado,sí,fijo,105,NA,0,0,750,843
1220,malo,2,propietario,60,29,casado,sí,fijo,60,185,6300,2300,2000,2675
1500,bueno,3,padres,48,26,soltero,no,fijo,35,120,0,0,1100,2080
2246,malo,17,propietario,60,46,casado,sí,fijo,75,80,3000,0,900,1286
4050,malo,1,padres,60,43,casado,sí,fijo,90,179,0,0,1600,1896
3369,bueno,15,alquila,48,40,casado,no,fijo,57,120,0,0,1000,1500
2374,bueno,6,padres,36,29,casado,no,fijo,105,168,14000,0,650,679
4323,bueno,20,propietario,60,56,casado,no,fijo,35,96,5000,0,950,1092
791,bueno,0,propietario,24,46,casado,no,fijo,90,140,30000,0,350,1571
2170,bueno,18,propietario,18,50,casado,no,fijo,60,75,3000,0,280,434
565,malo,5,otra,60,33,soltero,no,fijo,35,57,0,0,1000,1415
3787,bueno,1,padres,60,42,casado,no,fijo,60,66,7000,0,950,1589
3042,bueno,15,propietario,60,48,casado,no,fijo,45,105,3000,0,250,1092
3960,bueno,8,propietario,60,34,casado,sí,fijo,45,145,5000,0,1100,1110
2288,bueno,29,propietario,12,53,casado,no,fijo,45,145,27000,0,500,1230
3510,bueno,3,alquila,30,39,casado,no,fijo,58,128,0,0,600,1098
2087,malo,21,privado,60,36,casado,no,fijo,45,179,3500,0,2000,2220
4267,malo,2,padres,48,20,soltero,no,fijo,105,130,2500,0,1750,1998
1017,malo,0,alquila,60,39,soltero,sí,fijo,35,NA,0,0,2350,2679
1499,malo,1,propietario,60,24,casado,no,fijo,45,199,6500,3000,1400,1702
2998,bueno,15,alquila,24,42,casado,sí,fijo,41,64,0,0,200,400
2184,bueno,12,propietario,60,40,casado,no,fijo,75,114,6000,192,1330,1935
3003,bueno,5,propietario,12,60,casado,no,fijo,60,125,5000,0,400,1361
2592,bueno,5,padres,24,32,casado,no,fijo,35,91,0,0,450,530
1363,bueno,0,privado,12,28,casado,no,fijo,60,130,3000,2000,380,1308
69,bueno,9,propietario,60,53,casado,no,fijo,45,170,2500,0,850,1205
833,bueno,8,otra,24,33,casado,no,fijo,75,166,0,0,1150,1770
350,bueno,2,propietario,48,49,casado,no,fijo,45,125,4000,0,500,1600
3007,bueno,5,padres,36,29,soltero,no,fijo,35,134,0,0,300,425
477,bueno,2,alquila,60,23,soltero,no,fijo,58,225,0,0,800,975
475,bueno,1,propietario,36,41,casado,no,fijo,75,400,5500,0,1800,2600
702,bueno,4,alquila,12,28,soltero,no,fijo,40,51,0,0,300,1469
3881,bueno,3,alquila,24,32,casado,no,fijo,61,160,0,0,400,450
3578,malo,11,otra,60,48,casado,no,fijo,75,225,0,0,1300,1550
1589,bueno,12,propietario,60,27,casado,no,fijo,60,118,6000,800,900,1200
3809,bueno,2,padres,36,24,soltero,no,fijo,35,60,0,0,450,750
1393,bueno,0,otra,42,24,soltero,no,fijo,35,42,0,0,800,1450
4274,bueno,15,propietario,60,35,soltero,sí,fijo,35,150,5000,2800,1300,1332
1757,bueno,7,alquila,48,59,casado,no,fijo,83,233,3000,0,1250,1525
1681,malo,15,propietario,60,58,casado,sí,fijo,60,117,6000,0,1500,1670
3572,bueno,31,propietario,60,58,casado,no,fijo,60,293,8000,0,1500,1655
792,malo,1,padres,48,19,soltero,no,fijo,35,70,0,0,1000,1075
2209,bueno,0,alquila,60,25,casado,no,fijo,53,77,0,0,870,920
2967,bueno,11,propietario,60,26,casado,no,fijo,35,70,5000,0,1050,1273
4127,bueno,19,propietario,48,37,casado,no,fijo,60,158,7000,3000,1000,1156
390,malo,1,padres,48,23,soltero,no,fijo,35,165,0,0,1300,1440
2925,bueno,20,propietario,36,48,casado,no,fijo,60,131,3500,0,1000,2188
430,bueno,13,propietario,60,43,casado,no,fijo,60,95,3000,0,890,1196
2889,bueno,5,propietario,36,45,casado,no,fijo,75,167,7000,2300,400,800
3172,bueno,8,alquila,60,31,casado,no,fijo,66,211,0,0,1950,2276
1213,malo,4,padres,60,38,separado,no,fijo,35,100,0,0,1300,1500
2328,bueno,1,propietario,42,35,casado,no,fijo,75,54,6000,0,1000,1900
1514,bueno,15,privado,60,30,casado,no,fijo,60,140,4000,1680,400,1320
591,bueno,22,propietario,60,46,casado,no,fijo,90,214,8000,0,1120,1395
1612,bueno,4,propietario,60,26,casado,no,fijo,45,152,4000,1200,950,1050
466,bueno,10,propietario,60,42,casado,sí,fijo,75,100,6000,1500,1350,1414
1378,bueno,1,alquila,36,44,casado,no,fijo,105,145,0,0,1000,2275
1062,malo,6,alquila,48,53,separado,sí,fijo,56,208,0,0,1200,1479
62,bueno,8,alquila,48,31,casado,no,fijo,90,150,0,0,1100,1430
4149,malo,7,padres,36,31,separado,no,fijo,35,197,0,0,1200,1200
651,malo,1,padres,60,22,soltero,no,fijo,35,85,0,0,1950,2134
945,bueno,18,propietario,36,32,casado,no,fijo,75,65,2500,0,700,957
1997,bueno,1,propietario,42,38,casado,no,fijo,75,174,8000,0,1300,1683
2803,malo,1,padres,24,21,soltero,no,fijo,35,60,0,0,900,1486
3368,bueno,11,propietario,60,34,soltero,no,fijo,35,103,4500,2000,1200,1410
3981,bueno,12,alquila,48,36,casado,no,fijo,80,195,0,0,1800,2272
2771,malo,10,privado,48,37,casado,no,fijo,60,150,1000,0,1200,1350
3168,bueno,1,propietario,60,33,casado,no,fijo,60,93,3500,0,1190,1190
2880,bueno,1,padres,60,20,soltero,no,fijo,35,65,0,0,1000,1479
3598,bueno,2,padres,48,22,soltero,no,fijo,35,185,0,0,1000,2130
1471,bueno,0,alquila,60,27,casado,no,fijo,58,133,0,0,400,1136
200,bueno,24,propietario,60,52,casado,no,fijo,45,80,4000,0,1200,1257
3320,bueno,15,propietario,60,35,casado,no,fijo,75,290,15000,0,775,951
4080,bueno,3,alquila,48,34,casado,no,fijo,77,165,5000,0,1287,1693
1875,bueno,8,propietario,24,46,casado,no,fijo,75,200,5000,0,740,2095
2474,bueno,5,alquila,48,28,casado,sí,fijo,60,154,3000,0,825,1661
2899,bueno,9,alquila,48,23,casado,no,fijo,47,118,0,0,1500,1643
2381,bueno,20,propietario,60,54,casado,no,fijo,60,195,15000,0,900,1430
4224,bueno,1,propietario,60,42,casado,no,fijo,60,76,5000,0,1000,1299
4363,bueno,24,propietario,36,61,casado,no,fijo,35,230,10000,0,600,1350
1287,malo,3,alquila,60,48,separado,sí,fijo,47,120,0,0,1000,1077
223,bueno,8,propietario,60,34,casado,no,fijo,60,177,6300,4000,1370,1375
3145,bueno,3,propietario,36,40,casado,no,fijo,35,158,14000,0,700,850
467,malo,2,alquila,60,46,separado,no,fijo,49,136,0,0,1500,1687
4002,bueno,14,propietario,60,40,casado,no,fijo,45,91,0,0,1100,1565
1395,bueno,4,alquila,48,38,casado,no,fijo,91,161,5000,0,800,1008
2231,bueno,22,padres,36,38,casado,no,fijo,75,110,2000,0,780,1785
2793,malo,3,padres,60,35,casado,sí,fijo,35,410,0,0,2000,2228
